Record_ID,Region,Hour,DayOfWeek,Temperature_C,Humidity_pct,Rainfall_mm,PopulationIndex,IndustrialIndex,SolarGenerationIndex,GridLoad_MW
1303,Eastern,11,6,25.9,77,0.0,74,67,0.16,645.5
1304,Northern,23,0,21.3,58,2.5,71,32,0.08,470.3
1305,Western,8,4,33.7,73,2.0,75,25,0.66,506.7
1306,Western,22,2,22.7,38,12.2,88,78,0.08,709.0
1307,Northern,15,5,32.9,83,0.8,51,39,0.53,446.4
1308,Central,5,6,32.5,40,0.0,78,27,0.13,556.5
1309,Northern,17,2,34.7,47,0.0,93,60,0.52,666.0
1310,Western,5,4,30.3,58,0.0,76,27,0.03,496.0
1311,Eastern,16,1,30.4,40,3.7,94,84,0.27,785.3
1312,Northern,20,5,32.3,95,7.0,57,63,0.16,591.8
1313,Eastern,22,0,27.6,64,12.5,96,31,0.03,561.8
1314,Northern,18,5,34.4,84,3.4,79,30,0.44,536.5
1315,Eastern,7,2,32.2,76,12.4,69,26,0.22,467.5
1316,Eastern,9,1,22.7,71,1.6,67,45,0.13,548.9
1317,Northern,9,2,29.9,51,6.9,72,86,0.34,723.1
1318,Eastern,20,5,32.1,37,9.3,84,92,0.07,821.1
1319,Northern,22,3,23.9,86,1.3,94,84,0.09,737.1
1320,Western,23,6,22.6,67,3.6,66,24,0.08,424.7
1321,Northern,16,5,28.7,65,7.2,86,68,0.44,667.2
1322,Eastern,1,2,29.9,75,0.0,76,80,0.03,720.7
1323,Eastern,20,0,21.2,57,1.1,98,22,0.15,576.1
1324,Eastern,19,3,28.1,79,0.0,66,67,0.25,660.1
1325,Central,15,5,24.8,37,13.1,76,74,0.58,687.5
1326,Eastern,18,3,28.1,45,0.0,86,37,0.06,611.9
1327,Northern,10,6,34.3,40,0.0,79,70,0.14,695.2
1328,Eastern,0,5,20.5,91,5.0,65,46,0.0,512.2
1329,Western,23,1,20.6,70,5.7,60,64,0.01,559.1
1330,Western,17,5,24.7,48,9.3,95,51,0.45,617.3
1331,Northern,3,3,20.2,83,7.6,68,74,0.15,605.4
1332,Eastern,17,0,23.9,77,2.6,88,42,0.45,557.7
1333,Western,11,2,23.8,87,9.8,54,49,0.13,479.3
1334,Eastern,6,0,21.6,62,7.1,77,39,0.14,527.0
1335,Eastern,12,5,32.0,37,2.1,60,70,0.68,645.7
1336,Western,3,3,31.7,57,2.1,50,40,0.08,467.8
1337,Western,18,4,24.5,64,10.3,77,26,0.15,506.5
1338,Northern,8,5,28.8,73,6.8,99,80,0.47,746.8
1339,Western,17,2,19.9,46,9.1,93,30,0.09,529.2
1340,Western,10,5,28.0,47,0.0,77,26,0.39,490.3
1341,Northern,1,0,32.8,64,0.0,66,74,0.03,661.0
1342,Western,9,6,31.9,69,2.5,51,77,0.24,641.5
1343,Western,20,0,28.1,57,2.3,65,42,0.03,547.7
1344,Northern,3,1,30.4,75,0.0,79,51,0.23,584.0
1345,Central,23,6,26.9,64,7.3,59,32,0.03,483.6
1346,Central,23,0,23.7,75,3.0,61,52,0.06,554.6
1347,Northern,23,0,32.2,62,11.7,69,85,0.04,680.4
1348,Western,7,5,31.6,58,0.0,67,43,0.16,553.1
1349,Central,21,0,28.3,93,4.7,76,46,0.0,630.3
1350,Northern,13,5,20.2,52,0.0,56,48,0.21,494.8
1351,Western,22,2,21.8,74,1.1,87,73,0.11,701.0
1352,Northern,10,4,24.6,94,0.0,72,76,0.13,642.1
1353,Western,23,3,21.6,79,5.4,52,93,0.08,662.3
1354,Northern,20,3,27.5,57,10.2,69,57,0.25,609.8
1355,Northern,14,5,25.9,44,0.9,86,75,0.35,697.2
1356,Western,0,6,34.5,70,2.4,84,36,0.0,534.2
1357,Eastern,3,0,24.7,48,9.5,60,71,0.14,607.3
1358,Northern,11,6,21.7,92,0.0,90,33,0.61,510.4
1359,Eastern,21,5,30.9,55,0.0,75,83,0.19,763.8
1360,Northern,9,6,33.7,45,5.8,50,88,0.62,666.1
1361,Western,14,5,20.9,93,8.4,76,72,0.16,636.7
1362,Western,0,4,21.8,74,0.0,51,61,0.0,515.8
1363,Western,5,4,28.6,78,7.0,85,85,0.36,734.3
1364,Eastern,5,3,24.3,90,3.4,70,36,0.12,498.7
1365,Eastern,0,1,27.8,64,3.2,100,42,0.0,634.1
1366,Eastern,16,5,19.9,73,8.3,65,79,0.48,618.1
1367,Western,2,0,30.7,78,0.0,74,29,0.13,476.8
1368,Central,8,5,27.1,80,4.2,78,81,0.55,734.3
1369,Northern,1,2,31.8,88,6.8,75,85,0.05,685.1
1370,Central,14,3,31.4,41,5.4,96,41,0.31,650.6
1371,Central,21,2,20.4,50,4.0,71,29,0.11,536.9
1372,Western,22,3,30.8,83,2.7,71,77,0.12,675.2
1373,Central,18,2,28.1,83,6.9,64,67,0.28,675.9
1374,Western,22,2,23.2,80,6.9,95,76,0.11,725.9
1375,Western,4,5,31.7,43,5.5,66,49,0.01,562.1
1376,Western,6,4,23.2,72,7.7,80,41,0.49,528.3
1377,Western,20,1,28.0,67,1.1,91,41,0.29,632.3
1378,Northern,15,1,26.2,59,15.1,64,59,0.15,548.6
1379,Northern,4,2,28.3,81,4.8,81,78,0.19,672.9
1380,Eastern,20,0,32.3,89,6.7,97,45,0.12,645.4
1381,Central,1,3,28.6,95,2.1,53,77,0.05,644.9
1382,Eastern,7,1,22.4,82,7.8,64,78,0.1,669.9
1383,Central,19,2,27.4,40,2.6,58,86,0.13,738.0
1384,Central,6,1,22.1,83,0.0,70,29,0.1,491.1
1385,Western,3,3,19.4,47,8.4,69,92,0.0,713.7
1386,Eastern,13,6,33.4,81,9.6,87,78,0.91,700.3
1387,Western,8,6,24.9,52,0.0,82,56,0.63,634.8
1388,Northern,9,2,32.7,50,0.0,90,76,0.08,763.3
1389,Eastern,5,3,18.1,92,8.6,61,28,0.32,405.3
1390,Eastern,21,2,19.6,90,0.0,62,33,0.19,492.3
1391,Northern,6,2,26.5,55,3.6,89,46,0.29,578.3
1392,Eastern,4,2,20.7,84,0.6,89,40,0.11,565.2
1393,Eastern,16,3,29.1,85,0.0,66,80,0.62,669.3
1394,Northern,9,2,20.5,56,1.6,78,59,0.32,601.5
1395,Western,12,6,25.1,83,4.6,72,37,0.97,483.6
1396,Northern,8,0,31.9,47,5.0,73,23,0.21,492.6
1397,Western,12,2,27.5,82,4.1,67,33,0.07,478.3
1398,Central,5,2,30.3,95,2.0,99,69,0.29,739.4
1399,Central,22,3,22.2,73,1.5,90,63,0.05,692.8
1400,Central,11,3,33.7,42,0.0,70,72,0.76,700.1
1401,Northern,4,4,23.1,47,0.0,86,89,0.25,749.4
1402,Central,8,4,27.0,53,2.0,100,60,0.64,736.1
1403,Eastern,11,6,25.6,91,4.0,79,66,0.31,642.0
1404,Central,21,5,22.4,73,3.0,91,72,0.11,768.7
1405,Northern,15,6,18.8,68,17.0,51,92,0.33,624.9
1406,Northern,1,4,32.8,55,4.5,90,28,0.06,523.9
1407,Central,18,0,34.6,84,5.2,86,79,0.31,800.2
1408,Western,6,6,19.2,78,0.0,97,39,0.33,577.0
1409,Western,2,1,29.0,56,0.0,51,71,0.1,600.1
1410,Eastern,0,4,32.1,36,7.4,66,48,0.0,559.1
1411,Northern,10,4,25.8,77,5.9,95,93,0.13,796.1
1412,Central,4,1,23.2,41,9.7,99,36,0.18,615.5
1413,Northern,2,2,32.8,94,3.4,60,74,0.17,616.8
1414,Western,7,1,31.1,36,10.0,57,68,0.01,633.7
1415,Eastern,23,6,30.6,59,8.1,63,68,0.05,618.3
1416,Central,3,0,34.5,67,9.9,60,46,0.03,544.2
1417,Eastern,15,5,28.3,82,8.2,55,84,0.27,638.2
1418,Western,8,4,19.9,64,7.9,75,32,0.24,497.5
1419,Central,9,6,19.1,95,5.4,91,69,0.66,705.7
1420,Eastern,0,2,30.4,92,1.8,61,92,0.0,706.2
1421,Eastern,16,1,20.4,65,3.1,97,57,0.25,652.6
1422,Eastern,13,6,20.7,46,5.8,97,43,0.33,611.0
1423,Northern,3,6,20.8,66,4.4,66,61,0.01,573.2
1424,Western,0,2,18.5,65,12.9,52,89,0.0,632.1
1425,Eastern,19,5,26.9,45,6.7,55,73,0.41,651.0
1426,Eastern,3,3,25.9,61,6.8,88,20,0.08,482.2
1427,Central,15,2,20.2,77,0.0,80,83,0.56,728.2
1428,Eastern,18,1,20.1,67,11.2,92,30,0.37,571.0
1429,Eastern,22,3,22.8,74,5.8,96,58,0.05,660.1
1430,Eastern,14,5,28.0,68,0.0,70,74,0.31,652.4
1431,Western,4,4,30.5,89,13.6,90,26,0.26,503.8
1432,Western,5,0,20.4,37,4.9,70,21,0.24,429.0
1433,Western,15,6,23.8,75,12.1,78,47,0.34,525.8
1434,Northern,8,4,25.5,82,1.4,71,43,0.17,547.0
1435,Northern,15,6,27.3,77,11.1,54,66,0.32,552.3
1436,Central,0,4,20.1,49,12.3,85,57,0.0,642.8
1437,Eastern,11,2,25.7,70,5.1,75,85,0.18,707.7
1438,Eastern,21,1,31.2,47,2.5,86,87,0.13,806.5
1439,Northern,17,2,27.2,79,8.8,60,32,0.4,423.4
1440,Eastern,20,5,32.6,49,7.6,84,74,0.29,736.7
1441,Western,8,0,34.3,95,0.0,80,79,0.21,733.1
1442,Eastern,23,2,18.0,51,1.1,96,28,0.0,532.5
1443,Eastern,13,1,20.4,87,10.1,75,40,0.59,515.1
1444,Northern,12,4,21.3,88,0.9,58,71,0.12,581.9
1445,Northern,23,4,34.1,44,3.8,98,61,0.0,702.2
1446,Eastern,3,4,23.3,41,3.9,92,76,0.07,722.6
1447,Northern,3,4,30.6,64,8.9,67,25,0.1,450.3
1448,Western,8,0,28.7,62,0.0,98,57,0.15,689.0
1449,Eastern,3,0,35.0,73,12.7,92,83,0.21,752.6
1450,Northern,13,3,19.0,41,5.7,66,85,0.3,656.7
1451,Western,21,6,22.3,57,5.0,65,94,0.12,750.3
1452,Western,18,3,29.3,41,12.4,85,92,0.19,808.5
1453,Central,16,6,33.7,59,5.3,86,32,0.08,581.6
1454,Western,7,2,27.9,80,7.3,95,25,0.2,535.1
1455,Western,14,6,25.8,90,0.0,92,23,0.18,503.2
1456,Central,5,0,28.7,56,12.2,96,78,0.35,781.9
1457,Northern,8,2,31.9,57,0.0,78,26,0.22,527.3
1458,Northern,22,5,22.5,85,6.4,97,71,0.13,698.1
1459,Eastern,5,6,26.5,40,0.0,70,59,0.04,622.0
1460,Western,23,0,28.9,55,0.0,62,53,0.07,549.8
1461,Eastern,15,2,23.7,63,9.6,70,22,0.08,426.4
1462,Eastern,18,2,33.5,79,0.4,75,29,0.1,539.1
1463,Eastern,2,5,28.2,91,0.0,95,63,0.09,672.3
1464,Northern,12,1,33.7,41,7.6,89,92,0.97,764.2
1465,Northern,10,1,25.5,37,3.1,51,83,0.19,633.3
1466,Eastern,22,1,22.2,49,0.0,50,57,0.04,537.5
1467,Eastern,0,6,28.4,88,0.0,76,43,0.0,555.4
1468,Northern,18,3,28.7,91,7.0,95,66,0.4,703.9
1469,Northern,8,3,24.3,92,6.3,54,37,0.21,441.6
1470,Western,22,1,31.5,72,12.7,84,60,0.02,648.1
1471,Eastern,19,1,30.2,80,0.0,79,54,0.24,626.9
1472,Eastern,1,3,28.5,66,1.5,51,91,0.04,673.2
1473,Northern,20,0,33.2,65,4.9,54,55,0.19,563.9
1474,Eastern,23,0,30.1,66,0.0,75,47,0.06,581.6
1475,Western,9,4,29.9,54,0.0,59,89,0.74,714.2
1476,Central,18,2,32.7,74,10.9,99,29,0.31,632.2
1477,Eastern,16,3,30.4,81,7.8,61,23,0.43,436.3
1478,Western,15,5,20.0,40,7.2,76,68,0.52,634.9
1479,Western,4,6,23.8,41,1.8,66,83,0.03,687.7
1480,Northern,8,3,21.4,57,10.1,78,32,0.35,495.6
38,Eastern,21,0,24.0,70,6.8,65,40,0.24,525.8
1353,Western,23,3,21.6,79,5.4,52,93,0.08,662.3
482,Western,19,4,32.1,92,10.0,83,73,0.15,711.6
664,Central,22,6,26.3,62,0.0,84,48,0.0,639.1
54,Northern,23,6,26.1,51,3.1,99,86,0.04,767.2
182,Northern,21,6,25.4,43,10.9,73,69,0.24,669.3
1277,Central,12,5,24.8,87,2.8,54,29,0.5,434.8
305,Northern,17,3,21.7,62,5.6,68,63,0.32,568.1
1433,Western,15,6,23.8,75,12.1,78,47,0.34,525.8
1090,Northern,21,5,20.4,80,9.8,78,36,0.08,543.4
